Epoch,Symptom,Precision,Recall,F1,AUROC
1,edema,0.8509615384615384,0.9030612244897959,0.8762376237623762,0.9763368255313996
1,pain,0.9027027027027027,0.907608695652174,0.9051490514905149,0.9831331600963367
1,cough,0.927710843373494,0.9685534591194969,0.9476923076923077,0.9949756300365329
1,fever,0.9607843137254902,0.930379746835443,0.9453376205787781,0.9942486843976674
1,bleeding,0.9746835443037974,0.8901734104046243,0.9305135951661632,0.9806934757548866
2,edema,0.945054945054945,0.8775510204081632,0.91005291005291,0.968744322654878
2,pain,0.8405797101449275,0.9456521739130435,0.8900255754475703,0.9863734313601218
2,cough,0.9447852760736196,0.9685534591194969,0.9565217391304348,0.9963378711885995
2,fever,0.9548387096774194,0.9367088607594937,0.9456869009584664,0.9940264542739297
2,bleeding,0.9570552147239264,0.9017341040462428,0.9285714285714286,0.9807764075600633
3,edema,0.9558011049723757,0.8826530612244898,0.9177718832891246,0.9721658693150851
3,pain,0.898936170212766,0.9184782608695652,0.9086021505376344,0.9887897705666118
3,cough,0.9117647058823529,0.9748427672955975,0.9422492401215805,0.9952410016895328
3,fever,0.9490445859872612,0.9430379746835443,0.946031746031746,0.995759849239084
3,bleeding,0.9252873563218391,0.930635838150289,0.9279538904899135,0.9896749902555129
4,edema,0.9267015706806283,0.9030612244897959,0.9147286821705426,0.9745427844728397
4,pain,0.890625,0.9293478260869565,0.9095744680851063,0.9865952592217011
4,cough,0.9226190476190477,0.9748427672955975,0.9480122324159022,0.9948871728188662
4,fever,0.9490445859872612,0.9430379746835443,0.946031746031746,0.9956798463945384
4,bleeding,0.9691358024691358,0.9075144508670521,0.9373134328358209,0.9868967747820967
5,edema,0.9365079365079365,0.9030612244897959,0.9194805194805195,0.9743459698419428
5,pain,0.8900523560209425,0.9239130434782609,0.9066666666666666,0.9873161997718343
5,cough,0.9171597633136095,0.9748427672955975,0.9451219512195121,0.9945156525046661
5,fever,0.9554140127388535,0.9493670886075949,0.9523809523809523,0.995759849239084
5,bleeding,0.9573170731707317,0.9075144508670521,0.9317507418397626,0.9880329405130162
1,edema,0.8669950738916257,0.8979591836734694,0.8822055137844611,0.9670789680857507
1,pain,0.8994708994708994,0.9239130434782609,0.9115281501340483,0.9816358220306756
1,cough,0.9617834394904459,0.949685534591195,0.9556962025316456,0.9944891153393661
1,fever,0.9548387096774194,0.9367088607594937,0.9456869009584664,0.994328687242213
1,bleeding,0.927710843373494,0.8901734104046243,0.9085545722713865,0.9803451621731449
2,edema,0.9312169312169312,0.8979591836734694,0.9142857142857143,0.9722188578695573
2,pain,0.8883248730964467,0.9510869565217391,0.9186351706036745,0.9858109392825453
2,cough,0.9329268292682927,0.9622641509433962,0.9473684210526315,0.9952144645242329
2,fever,0.961038961038961,0.9367088607594937,0.9487179487179487,0.9950664912530224
2,bleeding,0.9337349397590361,0.8959537572254336,0.9144542772861357,0.9806437166717809
3,edema,0.9368421052631579,0.9081632653061225,0.9222797927461139,0.9775101435232846
3,pain,0.8958333333333334,0.9347826086956522,0.9148936170212766,0.9898672201799974
3,cough,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9962847968579996
3,fever,0.949685534591195,0.9556962025316456,0.9526813880126183,0.9962843123311051
3,bleeding,0.9411764705882353,0.9248554913294798,0.9329446064139941,0.986913361143132
4,edema,0.9562841530054644,0.8928571428571429,0.9234828496042217,0.9747698782777205
4,pain,0.91005291005291,0.9347826086956522,0.9222520107238605,0.9920458866776525
4,cough,0.9440993788819876,0.9559748427672956,0.95,0.9950906244194995
4,fever,0.9212121212121213,0.9620253164556962,0.9411764705882353,0.9957154032143365
4,bleeding,0.9302325581395349,0.9248554913294798,0.927536231884058,0.9901891674476078
5,edema,0.9672131147540983,0.9030612244897959,0.9340369393139841,0.9721204505541089
5,pain,0.9153439153439153,0.9402173913043478,0.9276139410187667,0.9900494359234376
5,cough,0.9390243902439024,0.9685534591194969,0.9535603715170279,0.995639059169033
5,fever,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.9944531361115062
5,bleeding,0.9204545454545454,0.9364161849710982,0.9283667621776505,0.9865650475613903
1,edema,0.9671772428884027,0.8565891472868217,0.9085303186022611,0.9574292684846337
1,pain,0.8276450511945392,0.9661354581673307,0.8915441176470589,0.9885849746176584
1,cough,0.9193857965451055,0.952286282306163,0.935546875,0.9862589465727071
1,fever,0.9486652977412731,0.9467213114754098,0.9476923076923077,0.9948391013964784
1,bleeding,0.9770114942528736,0.8909853249475891,0.9320175438596491,0.9847197047249641
1,edema,0.8811881188118812,0.9081632653061225,0.8944723618090452,0.9690244050142314
1,pain,0.974025974025974,0.8064516129032258,0.8823529411764706,0.9859460479154876
1,cough,0.9701492537313433,0.9154929577464789,0.9420289855072463,0.9893592323169788
1,fever,0.9080459770114943,0.9404761904761905,0.9239766081871345,0.9935897435897436
1,bleeding,0.8252427184466019,0.9550561797752809,0.8854166666666666,0.991621744495681
2,edema,0.9166666666666666,0.8979591836734694,0.9072164948453608,0.9722642766305336
2,pain,0.8936170212765957,0.9032258064516129,0.8983957219251337,0.9887757026976043
2,cough,0.9444444444444444,0.9577464788732394,0.951048951048951,0.9970205850487541
2,fever,0.9294117647058824,0.9404761904761905,0.9349112426035503,0.9946750780084114
2,bleeding,0.9204545454545454,0.9101123595505618,0.9152542372881356,0.991102162758979
3,edema,0.9270833333333334,0.9081632653061225,0.9175257731958762,0.9693271967540726
3,pain,0.9213483146067416,0.8817204301075269,0.9010989010989011,0.9877381626108281
3,cough,0.875,0.9859154929577465,0.9271523178807947,0.9963627921374401
3,fever,0.9397590361445783,0.9285714285714286,0.9341317365269461,0.9949464116130783
3,bleeding,0.9310344827586207,0.9101123595505618,0.9204545454545454,0.9922062739494707
4,edema,0.9278350515463918,0.9183673469387755,0.9230769230769231,0.9715375764549143
4,pain,0.8947368421052632,0.9139784946236559,0.9042553191489362,0.9882097717411809
4,cough,0.9571428571428572,0.9436619718309859,0.950354609929078,0.9968271165454263
4,fever,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9945394112060778
4,bleeding,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9898681561343119
5,edema,0.9361702127659575,0.8979591836734694,0.9166666666666666,0.9725670683703749
5,pain,0.8854166666666666,0.9139784946236559,0.8994708994708994,0.988744262088914
5,cough,0.9436619718309859,0.9436619718309859,0.9436619718309859,0.9967110354434299
5,fever,0.9294117647058824,0.9404761904761905,0.9349112426035503,0.994369827703161
5,bleeding,0.9213483146067416,0.9213483146067416,0.9213483146067416,0.9901928947197506
1,edema,0.9270833333333334,0.9081632653061225,0.9175257731958762,0.9767455943801854
1,pain,0.9431818181818182,0.8924731182795699,0.9171270718232044,0.9888071433062945
1,cough,0.9565217391304348,0.9295774647887324,0.9428571428571428,0.9972140535520817
1,fever,0.9176470588235294,0.9285714285714286,0.9230769230769231,0.9924026590693258
1,bleeding,0.845360824742268,0.9213483146067416,0.8817204301075269,0.9823342209521335
2,edema,0.9772727272727273,0.8775510204081632,0.9247311827956989,0.9649367165263731
2,pain,0.8725490196078431,0.956989247311828,0.9128205128205128,0.9903162925234232
2,cough,0.9722222222222222,0.9859154929577465,0.9790209790209791,0.9979879275653922
2,fever,0.9080459770114943,0.9404761904761905,0.9239766081871345,0.9880274046940715
2,bleeding,0.9534883720930233,0.9213483146067416,0.9371428571428572,0.9915243229200493
3,edema,0.967391304347826,0.9081632653061225,0.9368421052631579,0.9753527523769152
3,pain,0.9247311827956989,0.9247311827956989,0.9247311827956989,0.987895365654279
3,cough,0.9459459459459459,0.9859154929577465,0.9655172413793104,0.9977170716607335
3,fever,0.9397590361445783,0.9285714285714286,0.9341317365269461,0.9909103242436575
3,bleeding,0.8924731182795699,0.9325842696629213,0.9120879120879121,0.9924011171007339
4,edema,0.956989247311828,0.9081632653061225,0.9319371727748691,0.9693877551020407
4,pain,0.9239130434782609,0.9139784946236559,0.918918918918919,0.9913223920015091
4,cough,0.9210526315789473,0.9859154929577465,0.9523809523809523,0.9979879275653925
4,fever,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9914529914529915
4,bleeding,0.9222222222222223,0.9325842696629213,0.9273743016759777,0.9909722673248035
5,edema,0.9375,0.9183673469387755,0.9278350515463918,0.9697511051898504
5,pain,0.9247311827956989,0.9247311827956989,0.9247311827956989,0.9904734955668741
5,cough,0.958904109589041,0.9859154929577465,0.9722222222222222,0.9981427023680545
5,fever,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9925044091710759
5,bleeding,0.9325842696629213,0.9325842696629213,0.9325842696629213,0.9882119893485743
